title,year,runtime,certificate,rating,metascore,votes,gross
Pyaar Ka Punchnama 2,2015,137,Not Rated,7.3,,15768,0.22
Shanghai,2012,120,Not Rated,7.3,,10381,
Mardaani,2014,113,Not Rated,7.3,,13147,
Rashmi Rocket,2021,129,,7.3,,12460,
Ben X,2007,93,Not Rated,7.3,,19213,0.00
The Selfish Giant,2013,91,Not Rated,7.3,83.0,12590,0.01
Maine Pyar Kiya,1989,192,Not Rated,7.3,,12780,
Coming Soon,2014,134,,7.3,,35054,
Gold,I) (2018,151,Not Rated,7.3,,14452,
Ishqiya,2010,118,Not Rated,7.3,,10724,
Lammbock,2001,93,Not Rated,7.3,,11677,
Yennai Arindhaal,2015,168,Not Rated,7.3,,10067,
Gunda,1998,129,Not Rated,7.3,,10797,
Race Gurram,2014,163,Not Rated,7.3,,12271,
Gangster's Paradise: Jerusalema,2008,119,R,7.3,53.0,10779,0.00
The Little Mermaid,I) (2023,135,PG,7.2,59.0,106605,
Babylon,I) (2022,189,R,7.2,60.0,135645,
The Menu,2022,107,R,7.2,71.0,339796,
The Suicide Squad,2021,132,R,7.2,72.0,381648,55.82
The Hunger Games,2012,142,PG-13,7.2,68.0,956711,408.01
Insomnia,2002,118,R,7.2,78.0,307689,67.36
Where the Crawdads Sing,2022,125,PG-13,7.2,43.0,104132,90.23
The Lost Boys,1987,97,R,7.2,63.0,151806,32.22
A Quiet Place Part II,2020,97,PG-13,7.2,71.0,254229,160.07
The Descent,2005,99,R,7.2,71.0,236118,26.02
The Equalizer,2014,132,R,7.2,57.0,388697,101.53
Don't Look Up,2021,138,R,7.2,49.0,566566,
The Passion of the Christ,2004,127,R,7.2,47.0,243049,370.78
The Age of Adaline,2015,112,PG-13,7.2,51.0,192896,42.48
Encanto,2021,102,PG,7.2,75.0,242105,96.09
Grease,1978,110,PG,7.2,70.0,289711,188.76
Cars,2006,117,G,7.2,73.0,445760,244.08
The Full Monty,1997,91,R,7.2,75.0,111377,45.95
Kingdom of Heaven,2005,144,R,7.2,63.0,299495,47.40
Closer,I) (2004,104,R,7.2,65.0,229118,33.99
Sunshine,2007,107,R,7.2,64.0,259254,3.68
From Dusk Till Dawn,1996,108,R,7.2,48.0,328473,25.75
Breakfast on Pluto,2005,128,R,7.2,59.0,23477,0.83
The Great Gatsby,2013,143,PG-13,7.2,55.0,572131,144.84
American Hustle,2013,138,R,7.2,90.0,491609,150.12
Clue,1985,94,PG,7.2,41.0,103674,14.64
Till,I) (2022,130,PG-13,7.2,79.0,12075,
Heathers,1988,103,R,7.2,72.0,110735,1.11
The Virgin Suicides,1999,97,R,7.2,77.0,162258,4.86
The Man from U.N.C.L.E.,2015,116,PG-13,7.2,56.0,322849,45.45
21 Jump Street,2012,109,R,7.2,69.0,580469,138.45
Now You See Me,I) (2013,115,PG-13,7.2,50.0,684882,117.72
Point Break,1991,122,R,7.2,59.0,193655,43.22
Unbroken,I) (2014,137,PG-13,7.2,59.0,176589,115.64
They Live,1988,94,R,7.2,55.0,137829,13.01
GoldenEye,1995,130,PG-13,7.2,65.0,264422,106.60
Notting Hill,1999,124,PG-13,7.2,68.0,327572,116.09
The Death of Stalin,2017,107,R,7.2,88.0,108486,8.04
Anthropoid,2016,120,R,7.2,59.0,51649,2.96
The Patriot,2000,165,R,7.2,63.0,285592,113.33
A.I. Artificial Intelligence,2001,146,PG-13,7.2,65.0,316447,78.62
8 Mile,2002,110,R,7.2,77.0,306392,116.72
A Bug's Life,1998,95,G,7.2,77.0,304754,162.80
The Ballad of Cable Hogue,1970,121,R,7.2,,10244,3.50
Meet Joe Black,1998,178,PG-13,7.2,43.0,254978,44.62
School of Rock,2003,109,PG-13,7.2,82.0,319106,81.26
King Kong,2005,187,PG-13,7.2,81.0,436305,218.08
West Side Story,2021,156,PG-13,7.2,85.0,89892,
Natural Born Killers,1994,119,R,7.2,74.0,243936,50.28
Fantastic Beasts and Where to Find Them,2016,132,PG-13,7.2,66.0,492296,234.04
Coherence,2013,89,Not Rated,7.2,65.0,138540,0.07
Lawless,2012,116,R,7.2,58.0,248489,37.40
Big Trouble in Little China,1986,99,PG-13,7.2,53.0,148241,11.10
Somewhere in Time,1980,103,PG,7.2,29.0,31115,9.71
Hostiles,2017,134,R,7.2,65.0,91176,29.82
Friday,1995,91,R,7.2,54.0,119861,27.47
Shame,2011,101,NC-17,7.2,72.0,201589,4.00
The Road,I) (2009,111,R,7.2,64.0,247622,0.06
Caddyshack,1980,98,13+,7.2,48.0,123380,39.85
The Phantom of the Opera,2004,143,PG-13,7.2,40.0,127203,51.27
I Am Legend,2007,101,PG-13,7.2,65.0,787028,256.39
The Outfit,2022,105,R,7.2,69.0,56036,
Five Feet Apart,2019,116,PG-13,7.2,53.0,76250,45.73
An American Crime,2007,98,R,7.2,,36040,
"Good Luck to You, Leo Grande",2022,97,R,7.2,78.0,31931,
Dogtooth,2009,97,Not Rated,7.2,73.0,102220,0.11
10 Cloverfield Lane,2016,103,PG-13,7.2,76.0,342740,72.08
Treasure Planet,2002,95,PG,7.2,60.0,126823,38.18
The Matrix Reloaded,2003,138,R,7.2,62.0,613161,281.49
Fracture,2007,113,R,7.2,68.0,212734,39.02
Bridge to Terabithia,2007,96,PG,7.2,74.0,165914,82.27
The Life Aquatic with Steve Zissou,2004,119,R,7.2,62.0,205553,24.01
The Founder,2016,115,PG-13,7.2,66.0,163726,12.79
The Kerala Story,2023,138,,7.2,,64507,
Monsters University,2013,104,G,7.2,65.0,375706,268.49
Cold Mountain,2003,154,R,7.2,73.0,152886,95.64
Major League,1989,107,R,7.2,62.0,73573,49.80
Rango,2011,107,PG,7.2,75.0,282315,123.48
Vice,I) (2018,132,R,7.2,61.0,155546,47.84
Chicago,2002,113,PG-13,7.2,81.0,236922,170.69
Red Dragon,2002,124,R,7.2,60.0,283359,93.15
Frailty,2001,100,R,7.2,64.0,87851,13.10
The Darjeeling Limited,2007,91,R,7.2,67.0,209887,11.90
The Birdcage,1996,117,R,7.2,72.0,95495,124.06
Silence,I) (2016,161,R,7.2,79.0,117694,7.10
Mean Streets,1973,112,R,7.2,96.0,114480,3.13
The Man Who Knew Infinity,2015,108,PG-13,7.2,56.0,60014,3.87
The Fountain,2006,97,PG-13,7.2,51.0,244829,10.14
Manhunter,1986,120,R,7.2,75.0,77456,8.62
The Italian Job,1969,99,G,7.2,70.0,48728,
Born on the Fourth of July,1989,145,R,7.2,75.0,112715,70.00
The Courier,2020,112,PG-13,7.2,65.0,67905,
Batman v Superman: Dawn of Justice (Ultimate Edition),2016,182,R,7.2,,73227,
The Parent Trap,1961,129,Passed,7.2,73.0,23008,
A Room with a View,1985,117,Not Rated,7.2,83.0,46140,20.97
Team America: World Police,2004,98,R,7.2,64.0,174942,32.79
Carol,2015,118,R,7.2,94.0,136650,12.71
Enter the Void,2009,161,Not Rated,7.2,69.0,84870,0.34
Papillon,I) (2017,133,R,7.2,51.0,81101,2.34
Gosford Park,2001,137,R,7.2,90.0,91303,41.31
The Doors,1991,140,R,7.2,62.0,96442,35.18
Wild at Heart,1990,125,R,7.2,52.0,97716,14.56
The Crying Game,1992,112,R,7.2,90.0,58162,62.55
Quadrophenia,1979,120,R,7.2,79.0,20093,
Willow,1988,126,PG,7.2,47.0,127414,57.27
Death on the Nile,1978,140,PG,7.2,59.0,37578,
Mask,1985,120,PG-13,7.2,73.0,31170,48.23
We Were Soldiers,2002,138,R,7.2,65.0,147512,78.12
Only Lovers Left Alive,2013,123,R,7.2,79.0,104687,1.88
The Prince of Egypt,1998,99,PG,7.2,64.0,139940,101.22
Lethal Weapon 2,1989,114,R,7.2,70.0,183438,147.25
Dr. No,1962,110,PG,7.2,78.0,174145,16.07
Angel Heart,1987,113,X,7.2,61.0,92409,17.19
Swingers,1996,96,R,7.2,71.0,86060,4.51
The Rainmaker,1997,135,PG-13,7.2,72.0,80578,45.86
The Witcher: Nightmare of the Wolf,2021,83,TV-MA,7.2,67.0,47968,
The Age of Innocence,1993,139,PG,7.2,90.0,63925,32.20
Palmer,2021,110,R,7.2,53.0,39471,
Broker,2022,129,R,7.2,77.0,13058,
The Post,2017,116,PG-13,7.2,83.0,157563,81.90
Ronin,1998,122,R,7.2,67.0,189750,41.62
The Young Victoria,2009,105,PG,7.2,64.0,64821,11.00
RocknRolla,2008,114,R,7.2,53.0,260011,5.69
A Dog's Purpose,2017,100,PG,7.2,43.0,76165,64.51
August: Osage County,2013,121,R,7.2,58.0,93421,37.74
The Bank Job,2008,111,R,7.2,69.0,186135,30.06
Steve Jobs,2015,122,R,7.2,82.0,174539,17.77
"Sex, Lies, and Videotape",1989,100,R,7.2,86.0,57459,24.74
Animal Kingdom,2010,113,R,7.2,83.0,59225,1.04
Silverado,1985,133,PG-13,7.2,64.0,46777,33.20
Videodrome,1983,87,R,7.2,60.0,98393,2.12
A River Runs Through It,1992,123,PG,7.2,68.0,63359,43.44
Kung Fu Panda 2,2011,90,PG,7.2,67.0,302635,165.25
Chasing Amy,1997,113,R,7.2,71.0,141528,12.02
A Beautiful Day in the Neighborhood,2019,109,PG,7.2,80.0,85189,61.70
Wish Dragon,2021,98,PG,7.2,59.0,30800,
The Croods,2013,98,PG,7.2,55.0,224770,187.17
In the Line of Fire,1993,128,R,7.2,74.0,109558,102.31
Friday Night Lights,2004,118,PG-13,7.2,70.0,65508,61.26
Murder on the Orient Express,1974,128,PG,7.2,63.0,65933,0.07
Fences,2016,139,PG-13,7.2,79.0,113198,57.68
The Book of Life,2014,95,PG,7.2,67.0,74900,50.15
Strange Days,1995,145,R,7.2,66.0,75978,7.92
Go,1999,102,R,7.2,72.0,73504,16.84
Them!,1954,94,Not Rated,7.2,74.0,23256,
Bitter Moon,1992,139,R,7.2,62.0,41063,1.86
T2 Trainspotting,2017,117,R,7.2,67.0,129418,2.40
Michael Clayton,2007,119,R,7.2,82.0,170550,49.03
The Report,I) (2019,119,R,7.2,66.0,47340,
Top Secret!,1984,90,PG,7.2,68.0,70543,20.50
Sleeping Beauty,1959,75,G,7.2,85.0,155712,51.60
The Wife,I) (2017,99,R,7.2,77.0,41633,9.60
The Ghost Writer,2010,128,PG-13,7.2,77.0,168089,15.54
Re-Animator,1985,84,Unrated,7.2,73.0,68578,2.02
Star Trek VI: The Undiscovered Country,1991,110,PG,7.2,65.0,78928,74.89
The Misfits,1961,125,Not Rated,7.2,77.0,22219,8.94
Dead Ringers,1988,116,R,7.2,86.0,51443,9.13
Force Majeure,2014,120,R,7.2,87.0,63166,1.36
Rise of the Guardians,2012,97,PG,7.2,58.0,185665,103.41
Christopher Robin,2018,104,PG,7.2,60.0,81680,99.22
Spirit: Stallion of the Cimarron,2002,83,G,7.2,52.0,81499,73.28
Beomjoidosi,2017,121,Not Rated,7.2,,10669,
St. Vincent,2014,102,PG-13,7.2,64.0,106461,44.13
The Way of the Dragon,1972,90,R,7.2,58.0,39465,4.06
Muriel's Wedding,1994,106,R,7.2,63.0,40730,15.19
Dope,2015,103,R,7.2,72.0,88067,17.51
The Professor and the Madman,2019,124,Not Rated,7.2,27.0,48789,
The Transformers: The Movie,1986,84,PG,7.2,43.0,41130,5.85
Brick,2005,110,R,7.2,72.0,108595,2.06
The Fox and the Hound,1981,83,G,7.2,65.0,98191,63.46
Sleep Tight,2011,102,Not Rated,7.2,70.0,45019,
War Horse,2011,146,PG-13,7.2,72.0,162195,79.88
The Dead Zone,1983,103,R,7.2,69.0,74258,20.77
Ringu,1998,96,Not Rated,7.2,,74080,
Candy,2006,108,R,7.2,57.0,46992,0.04
The Best Exotic Marigold Hotel,2011,124,PG-13,7.2,62.0,97741,46.41
The Good the Bad the Weird,2008,130,R,7.2,69.0,36983,0.13
Django,1966,91,Not Rated,7.2,75.0,29747,0.03
Broken,IV) (2012,91,Not Rated,7.2,53.0,14640,
The Changeling,1980,107,R,7.2,70.0,37590,
Men of Honor,2000,129,R,7.2,56.0,121836,48.82
The Butler,2013,132,PG-13,7.2,65.0,117902,116.63
Bad Boys,1983,123,R,7.2,53.0,16374,9.20
Pay It Forward,2000,123,PG-13,7.2,40.0,121906,33.52
Honey Boy,2019,94,R,7.2,73.0,39646,
Fist of Fury,1972,107,R,7.2,68.0,32417,1.29
Runaway Train,1985,111,R,7.2,67.0,31272,7.94
Columbus,I) (2017,100,Not Rated,7.2,89.0,19769,1.02
Vanishing Point,1971,99,R,7.2,61.0,29831,
"20,000 Leagues Under the Sea",1954,127,G,7.2,83.0,35821,28.20
The Siege of Jadotville,2016,108,TV-MA,7.2,,42425,
Crazy Heart,2009,112,R,7.2,83.0,92786,39.46
Apollo 10½: A Space Age Childhood,2022,97,PG-13,7.2,79.0,10813,
Arlington Road,1999,117,R,7.2,65.0,89752,24.36
Waterloo,I) (1970,123,G,7.2,,11368,3.05
Love & Basketball,2000,124,PG-13,7.2,72.0,23151,27.44
The Light Between Oceans,2016,133,PG-13,7.2,60.0,58760,12.55
Stuck in Love.,2012,97,R,7.2,49.0,90231,0.08
Quills,2000,124,R,7.2,70.0,55722,7.06
Insomnia,1997,96,Not Rated,7.2,,14910,0.22
Words on Bathroom Walls,2020,110,PG-13,7.2,61.0,12386,
I Confess,1953,95,Not Rated,7.2,68.0,22391,
The Secret Life of Bees,2008,114,PG-13,7.2,57.0,27283,37.77
Horror of Dracula,1958,82,Not Rated,7.2,67.0,26630,
Dumbo,1941,64,G,7.2,96.0,137743,1.60
The Hitcher,1986,97,R,7.2,32.0,50544,5.84
The Beguiled,1971,105,R,7.2,66.0,18461,
Broken Flowers,2005,106,R,7.2,79.0,105224,13.74
Pat Garrett & Billy the Kid,1973,122,R,7.2,53.0,20437,0.95
Speak,2004,89,PG-13,7.2,,28445,
Glory Road,2006,118,PG,7.2,58.0,47792,42.64
Ruby Sparks,2012,104,R,7.2,67.0,103867,2.54
Angst,I) (1983,87,Not Rated,7.2,,12503,
Wonder Boys,2000,107,R,7.2,74.0,65650,19.39
Magnum Force,1973,124,R,7.2,58.0,64701,4.56
Merry Christmas Mr. Lawrence,1983,123,R,7.2,53.0,19126,2.31
The Andromeda Strain,1971,131,G,7.2,60.0,39149,3.42
Dolemite Is My Name,2019,118,R,7.2,76.0,63278,
The Great Race,1965,160,Passed,7.2,71.0,18997,25.33
Secretariat,2010,123,PG,7.2,61.0,29767,59.71
About Schmidt,2002,125,R,7.2,85.0,131202,65.02
A Mighty Wind,2003,91,PG-13,7.2,81.0,28928,17.51
El Topo,1970,125,Not Rated,7.2,65.0,30571,0.04
Broadcast News,1987,133,R,7.2,84.0,32883,51.25
Babyteeth,2019,118,MA-17,7.2,77.0,18026,
Mutiny on the Bounty,1962,178,Not Rated,7.2,48.0,17244,13.68
Mean Creek,2004,90,R,7.2,74.0,32893,0.60
The Cincinnati Kid,1965,102,TV-14,7.2,67.0,17612,15.26
The Uninvited,1944,99,Passed,7.2,,11868,
'71,2014,99,R,7.2,83.0,58495,1.27
Harry Brown,2009,103,R,7.2,55.0,89854,1.82
The Hudsucker Proxy,1994,111,PG,7.2,53.0,83292,2.87
Old Yeller,1957,83,Approved,7.2,84.0,14505,21.91
Scarecrow,1973,112,R,7.2,72.0,18525,9.00
Strictly Ballroom,1992,94,PG,7.2,72.0,28760,11.74
The Brave Little Toaster,1987,90,G,7.2,,27001,
"Batman: The Long Halloween, Part One",2021,85,PG-13,7.2,,18606,
An American in Paris,1951,114,Passed,7.2,83.0,35657,4.50
In the Valley of Elah,2007,121,R,7.2,65.0,74226,6.78
Yeh Jawaani Hai Deewani,2013,160,Not Rated,7.2,,48806,3.83
Mongol: The Rise of Genghis Khan,2007,126,R,7.2,74.0,48181,5.70
Girl,II) (2018,105,R,7.2,73.0,16361,
Pump Up the Volume,1990,102,R,7.2,77.0,30083,11.54
Certified Copy,2010,106,Not Rated,7.2,82.0,25827,1.34
The Tale,2018,114,TV-MA,7.2,90.0,18985,
Compartment Number 6,2021,107,R,7.2,80.0,13768,
Fahrenheit 451,1966,112,Not Rated,7.2,,44612,
Private Life,2018,123,R,7.2,83.0,21075,
"Paris, je t'aime",2006,120,R,7.2,66.0,73753,4.86
Testament of Youth,2014,129,PG-13,7.2,76.0,29815,1.82
State of Grace,1990,134,R,7.2,60.0,23849,1.91
Operation Condor,1991,80,PG-13,7.2,,21851,10.44
Wristcutters: A Love Story,2006,88,R,7.2,62.0,57031,0.32
Beginners,2010,105,R,7.2,81.0,93803,5.79
Along With the Gods: The Two Worlds,2017,139,Not Rated,7.2,,17432,1.91
The Sessions,2012,95,R,7.2,79.0,43528,6.00
An Officer and a Spy,2019,132,,7.2,56.0,19741,
First They Killed My Father,2017,136,TV-MA,7.2,72.0,19648,
Bajirao Mastani,2015,158,Not Rated,7.2,,37286,6.56
Eight Men Out,1988,119,PG,7.2,71.0,21290,5.68
Operation Petticoat,1959,124,Approved,7.2,,15233,23.30
Grand Prix,1966,176,Approved,7.2,72.0,10054,20.85
Eve's Bayou,1997,108,R,7.2,78.0,11052,14.82
Minamata,2020,115,R,7.2,55.0,21926,
Stan & Ollie,2018,98,PG,7.2,75.0,38998,5.47
Department Q: The Keeper of Lost Causes,2013,96,Not Rated,7.2,62.0,31668,
Beasts of the Southern Wild,2012,93,PG-13,7.2,86.0,84304,12.80
The Physician,2013,155,R,7.2,,40902,
Polytechnique,2009,77,Not Rated,7.2,63.0,17768,
Hard Times,1975,93,PG,7.2,69.0,11523,8.72
She Wore a Yellow Ribbon,1949,104,Passed,7.2,87.0,18715,
Arizona Dream,1993,142,R,7.2,62.0,44848,0.11
Two-Lane Blacktop,1971,102,R,7.2,89.0,13073,
Animal Farm,1954,72,Approved,7.2,,18320,
The Pink Panther Strikes Again,1976,103,PG,7.2,60.0,31098,33.83
Reversal of Fortune,1990,111,R,7.2,93.0,17618,15.45
Che: Part One,2008,134,Not Rated,7.2,,47224,1.80
Smoke Signals,1998,89,PG-13,7.2,76.0,12226,6.72
Children of a Lesser God,1986,119,R,7.2,80.0,18006,31.85
The Mighty,1998,100,PG-13,7.2,,13558,2.64
Manderlay,2005,139,Not Rated,7.2,46.0,24497,0.08
Barbara,I) (2012,105,PG-13,7.2,86.0,15259,
The Madness of King George,1994,110,PG-13,7.2,89.0,17569,15.24
Birdy,1984,120,R,7.2,71.0,24195,1.46
The Woodsman,2004,87,R,7.2,72.0,34724,0.04
The End of the Tour,2015,106,R,7.2,82.0,31919,2.99
Peaceful Warrior,2006,120,PG-13,7.2,40.0,29258,3.96
Avanti!,1972,144,R,7.2,,11248,3.30
"Batman: The Long Halloween, Part Two",2021,87,R,7.2,,15500,
Defending Your Life,1991,112,PG,7.2,63.0,19950,16.37
Wild Bill,2011,98,Not Rated,7.2,,14182,
The Wolf Man,1941,70,Passed,7.2,72.0,28934,
El Cid,1961,182,Approved,7.2,79.0,15142,26.62
Mr. Blandings Builds His Dream House,1948,94,Approved,7.2,,12317,
Conviction,II) (2010,107,R,7.2,61.0,45225,6.78
Black Box,2021,129,,7.2,,12637,
House of Games,1987,102,R,7.2,78.0,23359,2.59
Final Fantasy VII: Advent Children,2005,101,PG-13,7.2,,57363,
The Ipcress File,1965,109,Passed,7.2,66.0,16896,
Memoir of a Murderer,2017,118,Not Rated,7.2,,11347,0.09
Cactus Flower,1969,104,M,7.2,67.0,11436,25.89
Mrs. Brown,1997,101,PG,7.2,71.0,15188,9.22
Ittefaq,2017,105,Not Rated,7.2,,13640,0.30
Death and the Maiden,1994,103,R,7.2,72.0,25983,2.10
Calamity Jane,1953,101,Passed,7.2,74.0,10476,
Nothing But the Truth,I) (2008,108,R,7.2,64.0,39215,0.00
Mom,I) (2017,146,TV-MA,7.2,,11347,
Talaash: The Answer Lies Within,2012,140,Not Rated,7.2,65.0,43965,2.71
Brassed Off,1996,108,R,7.2,60.0,20505,2.56
Julius Caesar,1953,120,Not Rated,7.2,,12264,
Marshland,2014,105,TV-MA,7.2,,35309,
Russian Ark,2002,99,Not Rated,7.2,87.0,21275,0.04
The Apostle,1997,134,PG-13,7.2,83.0,14615,20.73
Dogman,2018,103,Not Rated,7.2,71.0,28329,0.15
A Soldier's Story,1984,101,PG,7.2,66.0,10937,21.82
Raat Akeli Hai,2020,149,TV-MA,7.2,,19069,
Sweet and Lowdown,1999,95,PG-13,7.2,70.0,35992,4.20
Educating Rita,1983,110,PG,7.2,54.0,14570,14.65
Stardust Memories,1980,89,PG,7.2,,23463,10.39
La Cage aux Folles,1978,97,R,7.2,61.0,11504,20.42
Cat People,1942,73,Not Rated,7.2,85.0,24612,4.00
The Green Butchers,2003,100,R,7.2,54.0,23455,0.00
Flame & Citron,2008,130,Not Rated,7.2,74.0,19473,0.15
Broken Embraces,2009,127,R,7.2,76.0,41986,5.01
The Science of Sleep,2006,105,R,7.2,70.0,70238,4.66
Nightwatch,1994,107,R,7.2,,16756,
A Fantastic Woman,2017,104,R,7.2,84.0,26697,2.02
Utøya: July 22,2018,93,Not Rated,7.2,71.0,15263,
Metropolis,2001,108,PG-13,7.2,75.0,22118,0.64
A Better Life,2011,98,PG-13,7.2,64.0,16300,1.76
Rab Ne Bana Di Jodi,2008,167,Not Rated,7.2,,51240,2.07
Beanpole,2019,130,Unrated,7.2,84.0,11848,
The Spanish Prisoner,1997,110,PG,7.2,70.0,25290,10.20
Champions,I) (2018,124,TV-14,7.2,,11121,
Once Upon a Time in China,1991,134,R,7.2,,19398,
Trinity Is Still My Name,1971,117,G,7.2,,16812,
Drowning by Numbers,1988,118,R,7.2,,10588,0.42
The Dish,2000,101,PG-13,7.2,74.0,16808,2.25
Gentleman's Agreement,1947,118,Not Rated,7.2,,17273,
It's All Gone Pete Tong,2004,90,R,7.2,56.0,20422,0.12
Diva,1981,117,R,7.2,,13935,0.11
Me and You and Everyone We Know,2005,91,R,7.2,76.0,37021,3.89
Paddleton,2019,89,TV-MA,7.2,70.0,14865,
Soul Kitchen,2009,99,,7.2,76.0,39606,0.27
Shadows,1958,87,PG,7.2,86.0,12106,
City of Men,2007,106,R,7.2,63.0,16040,0.31
Tape,2001,86,R,7.2,71.0,20744,0.49
Talk Radio,1988,110,R,7.2,66.0,14233,3.47
Neon Genesis Evangelion: Death & Rebirth,1997,101,Not Rated,7.2,,15065,
The Hairdresser's Husband,1990,82,R,7.2,,10142,1.16
D.O.A.,1949,83,Approved,7.2,,12611,
"Dragon Ball Z: Resurrection ""F""",2015,93,Not Rated,7.2,,23274,8.01
Berlin Calling,2008,109,,7.2,,14969,
Take the Money and Run,1969,85,PG,7.2,67.0,30834,0.72
A Hard Day,2014,111,Not Rated,7.2,76.0,15397,
The Express,2008,130,PG,7.2,58.0,22567,9.59
The Bothersome Man,2006,95,Not Rated,7.2,,17772,
The Wing or The Thigh?,1976,104,,7.2,,11867,
The Fortune Cookie,1966,125,Passed,7.2,63.0,15053,
Gunga Din,1939,117,Approved,7.2,,12497,
Modigliani,2004,128,R,7.2,25.0,12255,0.20
Heroic Losers,2019,116,TV-MA,7.2,,11958,
Lantana,2001,121,R,7.2,84.0,19999,4.46
Lean on Pete,2017,121,R,7.2,80.0,13406,1.16
Mother and Child,2009,125,R,7.2,64.0,12573,1.11
Angrezi Medium,2020,145,,7.2,,17205,
Tai Chi Master,1993,96,R,7.2,,10587,
Spare Parts,I) (2015,114,PG-13,7.2,50.0,11606,3.61
Le Havre,2011,93,Not Rated,7.2,82.0,22490,0.61
Savior,1998,103,R,7.2,,11304,0.01
Table No. 21,2013,108,Not Rated,7.2,,13529,0.03
Death Note: The Last Name,2006,141,Not Rated,7.2,,17287,
Another Woman,1988,81,PG,7.2,,14593,1.56
In Your Name,2003,132,Not Rated,7.2,,20129,
Mine vaganti,2010,110,Not Rated,7.2,,13061,
Johnny Stecchino,1991,102,R,7.2,,11233,0.57
Little Caesar,1931,79,Not Rated,7.2,,14015,
Il Divo,2008,110,Not Rated,7.2,81.0,18618,0.24
Dheepan,2015,115,R,7.2,76.0,16446,0.25
L'Age d'Or,1930,63,Not Rated,7.2,,14476,0.03
The Club,2015,98,Not Rated,7.2,73.0,11570,0.03
Of Gods and Men,2010,122,PG-13,7.2,86.0,15856,3.95
Amen.,2002,132,Not Rated,7.2,57.0,14666,0.27
The Draughtsman's Contract,1982,108,R,7.2,,10629,
The Beat That My Heart Skipped,2005,108,Not Rated,7.2,75.0,20204,1.02
NH 10,2015,115,Not Rated,7.2,,13705,
The Other Side of Hope,2017,100,Not Rated,7.2,84.0,12846,0.18
A Better Tomorrow II,1987,105,Not Rated,7.2,,10918,
Happy Accidents,2000,110,R,7.2,60.0,10082,0.69
Starbuck,2011,109,R,7.2,49.0,16855,3.79
Salyut-7,2017,111,,7.2,,11858,
No One Killed Jessica,2011,136,,7.2,,12137,0.44
Common Wealth,2000,110,R,7.2,,12539,
Theeb,2014,100,Not Rated,7.2,80.0,11317,0.28
The Memory of a Killer,2003,123,R,7.2,73.0,10369,0.33
Broken Blossoms or the Yellow Man and the Girl,1919,90,Not Rated,7.2,,10794,
Band Baaja Baaraat,2010,139,Not Rated,7.2,,17647,
Tsotsi,2005,94,R,7.2,70.0,29022,2.91
Human Capital,2013,111,Not Rated,7.2,63.0,13198,0.16
Like Crazy,2016,116,Not Rated,7.2,74.0,10102,0.11
Rams,2015,93,R,7.2,82.0,14861,0.14
Phir Hera Pheri,2006,153,,7.2,,26233,
Petta,2019,171,Not Rated,7.2,,10996,
D-Day,I) (2013,153,Not Rated,7.2,,10130,
99 francs,2007,100,PG-13,7.2,,20378,
Ghulam,1998,162,Not Rated,7.2,,11734,
Mystery Science Theater 3000: The Movie,1996,73,PG-13,7.2,65.0,18704,1.01
Toilet: A Love Story,2017,155,Not Rated,7.2,,22489,1.83
Business Man,2012,133,Not Rated,7.2,,11184,
The Taste of Others,2000,112,R,7.2,78.0,10177,0.64
The Gilded Cage,2013,90,G,7.2,,10448,
Tere Bin Laden,2010,95,Not Rated,7.2,,10700,
Jolly LLB 2,2017,137,Not Rated,7.2,,26410,1.63
Holiday: A Soldier is Never Off Duty,2014,160,Not Rated,7.2,,29284,0.71
Asterix and Cleopatra,1968,72,TV-Y7-FV,7.2,,13874,
Dasavatharam,2008,188,Not Rated,7.2,,10247,
Batla House,2019,146,Not Rated,7.2,,12284,0.49
Love Likes Coincidences,2011,118,,7.2,,19277,
The Warrior,2001,158,R,7.2,,11127,
Facing Windows,2003,102,R,7.2,55.0,11473,0.54
Te3n,2016,136,,7.2,,13442,0.26
The Super Mario Bros. Movie,2023,92,PG,7.1,46.0,173660,
Elemental,2023,101,PG,7.1,58.0,29461,
Mission: Impossible,1996,110,PG-13,7.1,59.0,453940,180.98
Midsommar,2019,148,R,7.1,72.0,363128,27.33
Mean Girls,2004,97,PG-13,7.1,66.0,404823,86.06
Glass Onion,2022,139,PG-13,7.1,81.0,405391,
The Mummy,1999,124,PG-13,7.1,48.0,447371,155.25
Man of Steel,2013,143,PG-13,7.1,55.0,793655,291.05
American Made,2017,115,R,7.1,65.0,196475,51.34
Missing,2023,111,PG-13,7.1,66.0,45209,
Vicky Cristina Barcelona,2008,96,PG-13,7.1,70.0,262891,23.22
WarGames,1983,114,PG,7.1,77.0,105789,79.57
Free Guy,2021,115,PG-13,7.1,62.0,398239,121.63
Tropic Thunder,2008,107,R,7.1,71.0,433372,110.52
The French Dispatch,2021,107,R,7.1,74.0,139346,
Batman Returns,1992,126,PG-13,7.1,68.0,317607,162.83
The Dreamers,2003,115,NC-17,7.1,63.0,127150,2.53
The Mist,2007,126,R,7.1,58.0,325966,25.59
Ghostbusters: Afterlife,2021,124,PG-13,7.1,45.0,195388,129.36
Prey,I) (2022,100,R,7.1,71.0,211160,
Pretty Woman,1990,119,R,7.1,51.0,340963,178.41
Wrath of Man,2021,119,R,7.1,57.0,194232,27.47
Fast Times at Ridgemont High,1982,90,R,7.1,61.0,110807,27.09
